style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
ZJ553,Yellow/Navy;Orange/Navy,XXS;XS;M;L;XL;2XL;3XL;4XL;5XL;7XL;S,jackets;hi vis taped;antarctic;softshell;industrial;outerwear;industrial-workwear;engineered-outerwear,Unisex Hi Vis Antarctic Softshell Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Oxford Bonded Polyester Softshell - 330 gsm', 'features': ['Extremely warm quilted lining', 'Longer length for warmth and protection in cold conditions', 'Zip off hood', 'Two hand warmer pockets with thick fleece lining', 'Two patch pockets with flap closure to keep all your items safe', 'One zip chest pocket', 'Storm flap closure over centre front zipper', 'Quick close tape adjusters on the cuff to help keep the elements out', '5,000mm Water resistant rating']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Oxford Bonded Polyester Softshell - 330 gsm; Features: Extremely warm quilted lining,Longer length for warmth and protection in cold conditions,Zip off hood,Two hand warmer pockets with thick fleece lining,Two patch pockets with flap closure to keep all your items safe,One zip chest pocket,Storm flap closure over centre front zipper,Quick close tape adjusters on the cuff to help keep the elements out,5,000mm Water resistant rating; ",ZJ553_bProduct_Yellow_Navy_01_DD2g1F5.jpg,ZJ553_bProduct_Yellow_Navy_01_DD2g1F5.jpg;ZJ553_bProduct_Yellow_Navy_02_kn0Jssa.jpg;ZJ553_bProduct_Yellow_Navy_03_xPNakao.jpg;ZJ553_aTalent_Orange_Navy_04_jgsggxc.jpg;ZJ553_aTalent_Orange_Navy_01_2Rs2kTc.jpg;ZJ553_aTalent_Orange_Navy_02_en6CQiS.jpg;ZJ553_aTalent_Orange_Navy_03_tyHTen9.jpg;ZJ553_bProduct_Orange_Navy_01_MEhana3.jpg;ZJ553_bProduct_Orange_Navy_02_OAnxHeA.jpg;ZJ553_bProduct_Orange_Navy_03_xUYr1UJ.jpg,normal
ZJ560,Yellow;Orange,2XL;3XL;4XL;5XL;7XL;L;M;S;XL;XS;XXS,industrial;outerwear;jackets;unisex;polyester,Unisex Super Light Segmented Tape Packable Rain Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Polyester, 90 GSM', 'features': ['Lightweight and comfortable wet weather protection you can take anywhere', 'Segmented reflective tape is more comfortable allowing freedom of movement and increases breathability', 'Waterproof rating 10,000mm and fully seam sealed', 'Fabric is rated for 3000g/m²/ 24hrs breathability, keeping you comfortable while you work', 'The jacket packs into the front hip pocket for easy storage and transport', 'The packable pocket includes a carabiner so the jacket can be clipped to your belt or into your car', 'Lined with mesh to increase breathability and minimise weight', '2 Secure hip pockets with zip closures to keep your items safe', '1 Chest pocket with zip closure perfect for storing your mobile phone', 'Hood with peaked front that covers your face in the rain', 'Adjustable storm cuffs on the sleeves to keep the elements out']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Polyester, 90 GSM; Features: Lightweight and comfortable wet weather protection you can take anywhere,Segmented reflective tape is more comfortable allowing freedom of movement and increases breathability,Waterproof rating 10,000mm and fully seam sealed,Fabric is rated for 3000g/m/ 24hrs breathability, keeping you comfortable while you work,The jacket packs into the front hip pocket for easy storage and transport,The packable pocket includes a carabiner so the jacket can be clipped to your belt or into your car,Lined with mesh to increase breathability and minimise weight,2 Secure hip pockets with zip closures to keep your items safe,1 Chest pocket with zip closure perfect for storing your mobile phone,Hood with peaked front that covers your face in the rain,Adjustable storm cuffs on the sleeves to keep the elements out; ",ZJ560_Product_Yellow_02.jpg,ZJ560_Product_Yellow_02.jpg;ZJ560_Product_Yellow_03.jpg;ZJ560_Talent_Yellow_07.jpg;ZJ560_Talent_Yellow_08.jpg;ZJ560_Product_Yellow_01.jpg;ZJ560_Talent_Yellow_01.jpg;ZJ560_Talent_Yellow_02.jpg;ZJ560_Talent_Yellow_03.jpg;ZJ560_Talent_Yellow_04.jpg;ZJ560_Talent_Yellow_05.jpg;ZJ560_Talent_Yellow_06.jpg;ZJ560_Talent_Orange_01.jpg;ZJ560_Talent_Orange_02.jpg;ZJ560_Talent_Orange_03.jpg;ZJ560_Talent_Orange_04.jpg;ZJ560_Talent_Orange_05.jpg;ZJ560_Product_Orange_01.jpg;ZJ560_Product_Orange_02.jpg;ZJ560_Product_Orange_03.jpg,new style
ZJ580,Orange,4XL;5XL;7XL;L;M;S;XL;XS;XXS;3XL;2XL,unisex;industrial;jackets,Unisex Hi Vis VIC Rail 4 In 1 Waterproof Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': 'Outer: 100% 300D Oxford Polyester; Jacket Lining: Polyester Mesh, 70 GSM; Vest Lining: Brushed Polar Fleece, 340 GSM', 'features': ['Waterproof and fully seam sealed', ' Waterproof rating 20,000mm', ' VIC Rail tape configuration and colour', ' Reversible vest zips into jacket and can be worn separately or combined', ' Vest with warm fleece lining', ' Concealed hood that stores into collar', ' Storm flap', ' 2 Waist pockets with flap closures and side hand pockets on outer jacket', ' Reversible vest with 2 waist pockets', ' Embroidery access on vest and jacket', ' Adjustable cuff fasteners']}","Sizes: XXS - 5XL, 7XL; Fabric: Outer: 100% 300D Oxford Polyester; Jacket Lining: Polyester Mesh, 70 GSM; Vest Lining: Brushed Polar Fleece, 340 GSM; Features: Waterproof and fully seam sealed, Waterproof rating 20,000mm, VIC Rail tape configuration and colour, Reversible vest zips into jacket and can be worn separately or combined, Vest with warm fleece lining, Concealed hood that stores into collar, Storm flap, 2 Waist pockets with flap closures and side hand pockets on outer jacket, Reversible vest with 2 waist pockets, Embroidery access on vest and jacket, Adjustable cuff fasteners; ",ZJ580_Talent_VicRailOrange_04_GgmVYfR.jpg,ZJ580_Talent_VicRailOrange_04_GgmVYfR.jpg;ZJ580_Talent_VicRailOrange_05_sn6dZiL.jpg;ZJ580_Talent_VicRailOrange_01_zm6J5Mt.jpg;ZJ580_Product_VicRailOrange_02.jpg;ZJ580_Product_VicRailOrange_03.jpg;ZJ580_Product_VicRailOrange_04.jpg;ZJ580_Product_VicRailOrange_05.jpg;ZJ580_Talent_VicRailOrange_02_zY8w5N1.jpg;ZJ580_Talent_VicRailOrange_03_00iLgOK.jpg;ZJ580_Product_VicRailOrange_01.jpg,normal
ZJ590,Yellow/Navy;Orange/Navy,XXS;XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,jackets;all;outerwears;hi vis taped;syzmik essentials;male;industrial;outerwear;industrial-workwear;engineered-outerwear,Mens Hi Vis Cotton Drill Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Cotton Drill - 310 gsm', 'features': ['Tough cotton drill outer with warm cotton flannel lining to keep\xa0you warm on the coldest days', 'Water and oil repellent finish to\xa0keep you looking good', 'Two covered chest pockets with\xa0closure', 'Two side waist pockets', 'Plastic Vislon® Zipper', '100% Cotton for static neutral safety']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Cotton Drill - 310 gsm; Features: Tough cotton drill outer with warm cotton flannel lining to keepyou warm on the coldest days,Water and oil repellent finish tokeep you looking good,Two covered chest pockets withclosure,Two side waist pockets,Plastic Vislon Zipper,100% Cotton for static neutral safety; ",ZJ590_bProduct_Yellow_Navy_01_C7INfaM.jpg,ZJ590_bProduct_Yellow_Navy_01_C7INfaM.jpg;ZJ590_bProduct_Yellow_Navy_02_TRPLuI0.jpg;ZJ590_bProduct_Orange_Navy_02_p5FSLpN.jpg;ZJ590_aTalent_Orange_Navy_01_7XOxY8I.jpg;ZJ590_bProduct_Orange_Navy_01_AEZMqVG.jpg,normal
ZJ616,Orange/Navy,XXS;XS;S;4XL;M;L;XL;2XL;3XL;5XL;7XL,hi vis taped;jackets;male;waterproof;industrial;outerwear,Mens Hi Vis X Back 4 In 1 Waterproof Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': ['Fabric - 100% 300D Oxford Polyester', 'Jacket Lining - Polyester Mesh Jacket Lining - 70 gsm', 'Vest lining - Brushed Polar Fleece - 340 gsm'], 'features': ['Waterproof and fully seam sealed', 'Waterproof rating 20,000mm', '5,000 Breathability rating', 'Reversible vest zips into jacket and can be worn separately or combined', 'Vest with warm fleece lining', 'Concealed hood with unique clear panels in hood to increase peripheral vision while wearing hood', 'Storm flap with chin guard for comfort', 'Two waist pockets with zippers on jacket', 'Reversible vest with two waist pockets', 'Mobile phone pocket', 'Embroidery access on vest and jacket']}","Sizes: XXS - 5XL, 7XL; Fabric: Fabric - 100% 300D Oxford Polyester,Jacket Lining - Polyester Mesh Jacket Lining - 70 gsm,Vest lining - Brushed Polar Fleece - 340 gsm; Features: Waterproof and fully seam sealed,Waterproof rating 20,000mm,5,000 Breathability rating,Reversible vest zips into jacket and can be worn separately or combined,Vest with warm fleece lining,Concealed hood with unique clear panels in hood to increase peripheral vision while wearing hood,Storm flap with chin guard for comfort,Two waist pockets with zippers on jacket,Reversible vest with two waist pockets,Mobile phone pocket,Embroidery access on vest and jacket; ",ZJ616_OrangeNavy_F.jpg,ZJ616_OrangeNavy_F.jpg;ZJ616_OrangeNavy_B.jpg;ZJ616_OrangeNavy_FrontSide.jpg;ZJ616_OrangeNavy_HiVisVest_F.jpg;ZJ616_OrangeNavy_HiVisVest_B.jpg;ZJ616_OrangeNavy_Vest_F.jpg;ZJ616_OrangeNavy_Vest_B.jpg,normal
ZJ620-AU,Orange,4XL;5XL;7XL;L;M;S;XS;XXS;3XL;2XL;XL,streetworx;men;industrial;jackets,Mens Hi Vis X Back Heavy Duty Waterproof Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': 'Outer: 100% Polyurethane, 350 GSM; Lining: 100% Polyester', 'features': ['NSW Rail compliant design', ' High waterproof rating to provide protection in heavy rain conditions', ' Waterproof rating 20,000mm', ' Neoprene storm cuff to create a comfortable waterproof seal', ' Adjustable hood made to fit hard hats', ' Hood features a hardened peak to keep the rain off your face', ' Rivets at key stress points for increased strength', ' High frequency welded seams for waterproof protection at all points', ' Longer length for greater rain protection', ' Twin hoop Bio Motion tape configuration improves recognition of human\nshape at distance', ' 2 Front hip pockets with waterproof zips to keep your things dry', ' 1 Chest mobile phone pocket with waterproof zip']}","Sizes: XXS - 5XL, 7XL; Fabric: Outer: 100% Polyurethane, 350 GSM; Lining: 100% Polyester; Features: NSW Rail compliant design, High waterproof rating to provide protection in heavy rain conditions, Waterproof rating 20,000mm, Neoprene storm cuff to create a comfortable waterproof seal, Adjustable hood made to fit hard hats, Hood features a hardened peak to keep the rain off your face, Rivets at key stress points for increased strength, High frequency welded seams for waterproof protection at all points, Longer length for greater rain protection, Twin hoop Bio Motion tape configuration improves recognition of human
shape at distance, 2 Front hip pockets with waterproof zips to keep your things dry, 1 Chest mobile phone pocket with waterproof zip; ",ZJ620_Talent_Orange_04_BjC7dLf.jpg,ZJ620_Talent_Orange_04_BjC7dLf.jpg;ZJ620_Talent_Orange_05_uFsNhK5.jpg;ZJ620_Talent_Orange_01_rJKoGfa.jpg;ZJ620_Talent_Orange_02_eau7KUr.jpg;ZJ620_Talent_Orange_03_AC9OfdT.jpg;ZJ620_Talent_Orange_06_1Z0Twso.jpg;ZJ620_Talent_Orange_07_tOjslXX.jpg;ZJ620_Talent_Orange_08_2ax94LI.jpg;ZJ620_Talent_Orange_09_6Jjm6MG.jpg;ZJ620_Talent_Orange_10_Sbmu7tE.jpg;ZJ620_Talent_Orange_11_uqJSOQU.jpg;ZJ620_Product_Orange_01_MeeeIxG.jpg;ZJ620_Product_Orange_02_niipIxq.jpg,normal
ZJ657-AU,Orange,2XL;3XL;4XL;5XL;7XL;L;M;XL;XXS;S;XS,men;industrial;jackets,Mens Hi Vis X Back Ultralite Waterproof Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% 300D Oxford Polyester', 'features': ['Waterproof and seam sealed', ' Waterproof rating 10,000mm', ' X Back NSW Rail tape compliant design with Bio Motion arm taping', ' Mesh lining', ' Chin guard for added comfort', ' Reflective tape', ' Embroidery zip for easy access', ' Storm flap over nylon zipper', ' Concealed adjustable hood and cuffs to stop the rain getting in', ' 2 Front pockets with flaps and closure', ' 1 Chest pocket with zip']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% 300D Oxford Polyester; Features: Waterproof and seam sealed, Waterproof rating 10,000mm, X Back NSW Rail tape compliant design with Bio Motion arm taping, Mesh lining, Chin guard for added comfort, Reflective tape, Embroidery zip for easy access, Storm flap over nylon zipper, Concealed adjustable hood and cuffs to stop the rain getting in, 2 Front pockets with flaps and closure, 1 Chest pocket with zip; ",ZJ657_Product_Orange_01_x6RshOi.jpg,ZJ657_Product_Orange_01_x6RshOi.jpg;ZJ657_Product_Orange_02_ryjaBSP.jpg;ZJ657_Talent_Orange_01_0XapVy6.jpg;ZJ657_Talent_Orange_02_fnmvtCA.jpg;ZJ657_Talent_Orange_03_qt2SiZB.jpg,normal
ZJ680,Orange,XXS;XS;S;5XL;7XL;3XL;4XL;XL;M;L;2XL,unisex;jackets;all;hi vis taped;bio motion;long sleeve;industrial;outerwear;industrial-workwear;engineered-outerwear,Unisex Hi Vis X Back 2 In 1 Softshell Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Oxford Bonded Polyester Soft Shell - 330 gsm', 'features': ['Sleeves zip off to create vest', 'Water resistant rating 5,000mm', 'Twin hoop bio motion tape configuration improves recognition of human shape at distance', 'X back rail taping configuration', 'Two front hip pockets with zips and covers to keep you items safe and dry', 'One chest mobile phone pocket', 'Adjustable cuff fasteners to keep out the elements']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Oxford Bonded Polyester Soft Shell - 330 gsm; Features: Sleeves zip off to create vest,Water resistant rating 5,000mm,Twin hoop bio motion tape configuration improves recognition of human shape at distance,X back rail taping configuration,Two front hip pockets with zips and covers to keep you items safe and dry,One chest mobile phone pocket,Adjustable cuff fasteners to keep out the elements; ",ZJ680_aTalent_Orange_01_Zsydd0G.jpg,ZJ680_aTalent_Orange_01_Zsydd0G.jpg;ZJ680_aTalent_Orange_02_IFSkl6q.jpg;ZJ680_bProduct_Orange_02_4R2jdpG.jpg;ZJ680_bProduct_Orange_03_Sg1YZmO.jpg;ZJ680_bProduct_Orange_04_EZJvOby.jpg;ZJ680_bProduct_Orange_01_5AszvXC.jpg,normal
ZJ753,Orange/Navy;Yellow/Navy,2XL;3XL;4XL;L;M;S;XL;XS;XXS,streetworx;women;industrial;jackets;outerwear,Womens Streetworx 2 In 1 Stretch Softshell Jacket,"{'sizes': 'XXS - 4XL', 'fabric': '100% Oxford Bonded Polyester Softshell, 330 GSM', 'features': ['Sleeves zip off to create vest', ' Stretch fabric to increase comfort and freedom of movement', ' Bio Motion segmented tape', ' Engineered for the female body to ensure the perfect fitting jacket', ' Zip off hood', ' 20,000mm Water resistant rating', ' Unique bonded fleece lining pattern', ' Longer tail to protect you from the elements', ' Cuff adjusters', ' 2 Front hip pockets with zips and covers to keep your items safe and dry', ' 1 Chest mobile phone pocket']}","Sizes: XXS - 4XL; Fabric: 100% Oxford Bonded Polyester Softshell, 330 GSM; Features: Sleeves zip off to create vest, Stretch fabric to increase comfort and freedom of movement, Bio Motion segmented tape, Engineered for the female body to ensure the perfect fitting jacket, Zip off hood, 20,000mm Water resistant rating, Unique bonded fleece lining pattern, Longer tail to protect you from the elements, Cuff adjusters, 2 Front hip pockets with zips and covers to keep your items safe and dry, 1 Chest mobile phone pocket; ",ZJ753_Product_Orange_Navy_01_WQecfi3.jpg,ZJ753_Product_Orange_Navy_01_WQecfi3.jpg;ZJ753_Product_Orange_Navy_02_dLV5eER.jpg;ZJ753_Product_Orange_Navy_03_vHPPbJS.jpg;ZJ753_Product_Orange_Navy_04_Ll8wlja.jpg;ZJ753_Product_Orange_Navy_05_Qg2LbVp.jpg;ZJ753_Talent_Orange_Navy_01_aGJHpFX.jpg;ZJ753_Talent_Orange_Navy_02_Z16WQIg.jpg;ZJ753_Talent_Orange_Navy_03_anpLuyQ.jpg;ZJ753_Talent_Orange_Navy_04_a9i7qJY.jpg;ZJ753_Talent_Orange_Navy_05_ur28svb.jpg;ZJ753_Product_Yellow_Navy_01_SEga9e7.jpg;ZJ753_Product_Yellow_Navy_02_skSoPbr.jpg;ZJ753_Product_Yellow_Navy_03_V0MRkwT.jpg;ZJ753_Product_Yellow_Navy_04_i70uQOI.jpg;ZJ753_Product_Yellow_Navy_05_wwzIcDH.jpg;ZJ753_Talent_Yellow_Navy_01_EPka2h9.jpg;ZJ753_Talent_Yellow_Navy_02_NgrFtdz.jpg;ZJ753_Talent_Yellow_Navy_03_HpV6Ryo.jpg,normal
ZJ757,Orange/Navy;Yellow/Navy,2XL;3XL;4XL;L;M;S;XL;XS;XXS,streetworx;women;industrial;jackets;outerwear,Womens Hi Vis Ultralite Waterproof Jacket,"{'sizes': 'XXS - 4XL', 'fabric': '100% 300D Oxford Polyester', 'features': ['Waterproof and seam sealed', ' Waterproof rating 10,000mm', ' Engineered for the female body to ensure the perfect fitting jacket', ' Mesh lining', ' Chin guard for added comfort', ' Reflective tape', ' Embroidery zip for easy access', ' Stowaway clear ID pouch', ' Storm flap over nylon zipper', ' Concealed adjustable hood and cuffs to stop the rain getting in', ' 2 Front pockets with flaps and closure', ' 2 Internal pockets']}","Sizes: XXS - 4XL; Fabric: 100% 300D Oxford Polyester; Features: Waterproof and seam sealed, Waterproof rating 10,000mm, Engineered for the female body to ensure the perfect fitting jacket, Mesh lining, Chin guard for added comfort, Reflective tape, Embroidery zip for easy access, Stowaway clear ID pouch, Storm flap over nylon zipper, Concealed adjustable hood and cuffs to stop the rain getting in, 2 Front pockets with flaps and closure, 2 Internal pockets; ",ZJ757_Product_Orange_Navy_02_XKqlj85.jpg,ZJ757_Product_Orange_Navy_02_XKqlj85.jpg;ZJ757_Product_Orange_Navy_03_gWgjiCP.jpg;ZJ757_Product_Orange_Navy_04_3LFnfoz.jpg;ZJ757_Talent_Orange_Navy_01_d1IySMw.jpg;ZJ757_Product_Orange_Navy_01_u9iDEGv.jpg;ZJ757_Product_Yellow_Navy_02.jpg;ZJ757_Product_Yellow_Navy_03.jpg;ZJ757_Product_Yellow_Navy_04.jpg;ZJ757_Product_Yellow_Navy_01.jpg;ZJ757_Talent_Yellow_Navy_01_jM2bnNm.jpg;ZJ757_Talent_Yellow_Navy_02_qvWlxUm.jpg,normal
ZJ770,Orange,2XL;3XL;4XL;L;M;S;XL;XS;XXS,all;hi vis taped;fleece-hoodies;syzmik essentials;women;industrial-workwear;engineered-outerwear;jackets;industrial;outerwear,Womens Hi Vis NSW Rail X Back 2 In 1 Softshell Jacket,"{'sizes': 'XXS – 4XL', 'fabric': ['100% Oxford Bonded Polyester Softshell – 330 gsm'], 'features': ['Sleeves zip off to create vest.', 'Tailored womens fit.', '5,000mm Water resistant rating.', 'Twin hoop Bio Motion tape configuration improves recognition of human shape at distance.', 'X back rail taping configuration.', 'Two front hip pockets with zips and covers to keep your items safe and dry.', 'One chest mobile phone pocket.', 'Adjustable cuff fasteners to keep out the elements.']}","Sizes: XXS  4XL; Fabric: 100% Oxford Bonded Polyester Softshell  330 gsm; Features: Sleeves zip off to create vest.,Tailored womens fit.,5,000mm Water resistant rating.,Twin hoop Bio Motion tape configuration improves recognition of human shape at distance.,X back rail taping configuration.,Two front hip pockets with zips and covers to keep your items safe and dry.,One chest mobile phone pocket.,Adjustable cuff fasteners to keep out the elements.; ",ZJ770_bProduct_Orange_01_yIzmlh9.jpg,ZJ770_bProduct_Orange_01_yIzmlh9.jpg;ZJ770_bProduct_Orange_02_5IGl3nm.jpg,normal
ZJ780,Vic Rail Orange,XS;S;L;XL;2XL;3XL;4XL;5XL;7XL;XXS;M,jackets;hi vis taped;softshell;industrial;outerwear,Unisex Hi Vis VIC Rail 2 In 1 Softshell Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '100% Oxford Bonded Polyester Softshell - 330 gsm', 'features': ['Sleeves zip off to create vest', '5,000mm Water resistant rating', 'Vic Rail tape configuration and colour', 'Twin hoop bio motion tape configuration improves recognition of human shape at distance', 'Two front hip pockets with zips and covers to keep your items safe and dry', 'One chest mobile phone pocket', 'Adjustable cuff fasteners to keep out the elements']}","Sizes: XXS - 5XL, 7XL; Fabric: 100% Oxford Bonded Polyester Softshell - 330 gsm; Features: Sleeves zip off to create vest,5,000mm Water resistant rating,Vic Rail tape configuration and colour,Twin hoop bio motion tape configuration improves recognition of human shape at distance,Two front hip pockets with zips and covers to keep your items safe and dry,One chest mobile phone pocket,Adjustable cuff fasteners to keep out the elements; ",ZJ780_bProduct_VicRailOrange_01_P6Tgsmy.jpg,ZJ780_bProduct_VicRailOrange_01_P6Tgsmy.jpg;ZJ780_bProduct_VicRailOrange_02_GBtgMNQ.jpg;ZJ780_bProduct_VicRailOrange_03_vjYDyJ3.jpg;ZJ780_bProduct_VicRailOrange_04_LGF98ge.jpg,normal
ZJ900,Orange/Navy;Yellow/Navy,XXS;XS;S;M;L;XL;2XL;4XL;5XL;7XL;3XL,jackets;all;outerwears;fire armour;hi vis taped;moda;male;fire-armour;industrial,Mens Orange Flame Arc Rated Antistatic Waterproof Jacket,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': ['Fabric - 100% 300D Oxford Polyester with Carbon Fibre', 'Lining - Modacrylic, Cotton - 360 gsm'], 'features': ['Made from a waterproof polyester oxford, carbon fibre outer with an FR\xa0ARC rated finish', 'Fully seam sealed', 'Waterproof rating 5,000mm', 'Heat resistant FR Zip', 'Warm Modacylic/Cotton FR lining', 'Two\xa0covered waist pockets with FR closure', 'One mobile phone\xa0chest pocket', 'Loxy FR reflective tape', 'Concealed hood', 'Storm\xa0flap for extra protection', 'Embroidery access near chest', 'FR \xa0adjustable cuff fasteners']}","Sizes: XXS - 5XL, 7XL; Fabric: Fabric - 100% 300D Oxford Polyester with Carbon Fibre,Lining - Modacrylic, Cotton - 360 gsm; Features: Made from a waterproof polyester oxford, carbon fibre outer with an FRARC rated finish,Fully seam sealed,Waterproof rating 5,000mm,Heat resistant FR Zip,Warm Modacylic/Cotton FR lining,Twocovered waist pockets with FR closure,One mobile phonechest pocket,Loxy FR reflective tape,Concealed hood,Stormflap for extra protection,Embroidery access near chest,FR adjustable cuff fasteners; ",ZJ900_bProduct_Orange_Navy_02_WLoD4nD.jpg,ZJ900_bProduct_Orange_Navy_02_WLoD4nD.jpg;ZJ900_aTalent_Orange_Navy_01_1ejXnPz.jpg;ZJ900_aTalent_Orange_Navy_02_8zYUsAy.jpg;ZJ900_bProduct_Orange_Navy_01_Ms9RIYR.jpg;ZJ900_bProduct_Yellow_Navy_01_WVJVIAb.jpg;ZJ900_aTalent_Yellow_Navy_01_KD2hoPA.jpg;ZJ900_aTalent_Yellow_Navy_02_KlfAQPd.jpg;ZJ900_aTalent_Yellow_Navy_03_uC6DqFP.jpg;ZJ900_aTalent_Yellow_Navy_04_KDXJFqs.jpg;ZJ900_bProduct_Yellow_Navy_02_euwZ9hj.jpg,normal
ZMBEAN,Black;Grey;Navy,FRE,all;streetworx;unisex;fleece-hoodies;industrial;jackets;outerwear;accessories;collections,Unisex Streetworx Beanie,"{'sizes': 'FRE', 'fabric': '100GSM 100% Acrylic Knit', 'features': ['This Fisherman knit beanie is incredibly soft and warm', 'It will keep you feeling warm and comfortable all winter long']}","Sizes: FRE; Fabric: 100GSM 100% Acrylic Knit; Features: This Fisherman knit beanie is incredibly soft and warm,It will keep you feeling warm and comfortable all winter long; ",ZMBEAN_aTalent_Black_01_mY3VBeC.jpg,ZMBEAN_aTalent_Black_01_mY3VBeC.jpg;ZMBEAN_aTalent_Black_02_qj7t374.jpg;ZMBEAN_bProduct_Black_01_aewzN8v.jpg;ZMBEAN_aTalent_Grey_01_V1RpL5O.jpg;ZMBEAN_bProduct_Grey_01_lQI5oyg.jpg;ZMBEAN_aTalent_Navy_02_Y7Wtn9L.jpg;ZMBEAN_aTalent_Navy_03_ee4NXI9.jpg;ZMBEAN_aTalent_Navy_04_o8VPoec.jpg;ZMBEAN_bProduct_Navy_01_I1nlCd6.jpg,normal
ZMSOCK3,Black/Yellow,6-12,basic;all;fleece-hoodies;syzmik essentials;industrial;outerwear;accessories,Bamboo Work Socks (3 Pack),"{'sizes': 'One Size Fits Most (6-12)', 'fabric': '89.6% Bamboo 8.9% Nylon 1.5% Spandex', 'features': ['Extra thick Bamboo work socks', 'Naturally anti-odor due to Bamboo properties', 'Super soft comfort all day while working', 'Full terry for extra cushion and comfort']}","Sizes: One Size Fits Most (6-12); Fabric: 89.6% Bamboo 8.9% Nylon 1.5% Spandex; Features: Extra thick Bamboo work socks,Naturally anti-odor due to Bamboo properties,Super soft comfort all day while working,Full terry for extra cushion and comfort; ",ZMSOCK3_Talent_Black_Yellow_01.jpg,ZMSOCK3_Talent_Black_Yellow_01.jpg;ZMSOCK3_Talent_Black_Yellow_02.jpg;ZMSOCK3_Talent_Black_Yellow_03.jpg;ZMSOCK3_Talent_Black_Yellow_04.jpg;ZMSOCK3_Talent_Black_Yellow_05.jpg;ZMSOCK3_Product_Black_Yellow_01.jpg;ZMSOCK3_Product_Black_Yellow_02.jpg,normal
ZP145R,Charcoal;Black;Navy;Khaki,72;77;82;87;92;97;102;112;117;122;127;132;107,pants;non hi vis;non taped;industrial;separates;mix and match;pants and shorts,Mens Summer Cargo Pant (Regular),"{'sizes': '72R - 132R', 'fabric': '100% Cotton - 200 gsm', 'features': ['Lightweight soft fabric provides cool comfort at work', 'Modern fit and styling', 'Triple stitched crotch panel', 'One large cargo pocket with box pleat for added storage', 'One mobile phone pocket with flap closure', 'One ruler pocket and pen partition', 'Two back hip pockets with stitch pattern design', 'Two side waist pockets with wide openings', 'Contrast inside waistband']}","Sizes: 72R - 132R; Fabric: 100% Cotton - 200 gsm; Features: Lightweight soft fabric provides cool comfort at work,Modern fit and styling,Triple stitched crotch panel,One large cargo pocket with box pleat for added storage,One mobile phone pocket with flap closure,One ruler pocket and pen partition,Two back hip pockets with stitch pattern design,Two side waist pockets with wide openings,Contrast inside waistband; ",ZP145R_bProduct_Charcoal_01_HkVeIiH.jpg,ZP145R_bProduct_Charcoal_01_HkVeIiH.jpg;ZP145R_bProduct_Charcoal_02_HAphOtl.jpg;ZP145R_bProduct_Black_02_NOKNBHA.jpg;ZP145R_bProduct_Black_01_LLNWRNM.jpg;ZP145R_aTalent_Navy_03_LwTrrh1.jpg;ZP145R_aTalent_Navy_01_YazGmPN.jpg;ZP145R_aTalent_Navy_02_77L3bWK.jpg;ZP145R_bProduct_Navy_01_OknzjO2.jpg;ZP145R_bProduct_Navy_02_adVuOSq.jpg;ZP145R_bProduct_Khaki_01_iYu0KDr.jpg;ZP145R_bProduct_Khaki_02_x6tS3KQ.jpg,normal
